date,country,country_code,wiki,page_id,title,QID,pageviews
2017-02-09,Germany,DE,de.wikipedia,462657,Erneuerbare_Energien,Q12705,488
2017-02-09,United States of America,US,en.wikipedia,47515,Cloud,Q8074,476
2017-02-09,Mexico,MX,es.wikipedia,1404,HidrÃ³geno,Q556,518
2017-02-09,United States of America,US,en.wikipedia,24408,Polar_bear,Q33609,1545
2017-02-09,France,FR,fr.wikipedia,2760720,Ãnergie_renouvelable,Q12705,522
2017-02-09,India,IN,en.wikipedia,21350772,Greenhouse_gas,Q167336,471
2017-02-09,Brazil,BR,pt.wikipedia,396,AntÃ¡rtida,Q51,673
2017-02-09,Mexico,MX,es.wikipedia,15716,EnergÃ­a_renovable,Q12705,1032
2017-02-09,United States of America,US,en.wikipedia,47512,Climate_change,Q125928,1033
2017-02-09,United States of America,US,en.wikipedia,202898,Air,Q3230,1588
2017-02-09,Mexico,MX,es.wikipedia,91968,Cambio_climÃ¡tico,Q125928,1206
2017-02-09,United States of America,US,en.wikipedia,21350772,Greenhouse_gas,Q167336,1034
2017-02-09,Mexico,MX,es.wikipedia,3359,EnergÃ­a_eÃ³lica,Q43302,1333
2017-02-09,United Kingdom,GB,en.wikipedia,18959138,Antarctica,Q51,576
2017-02-09,France,FR,fr.wikipedia,3823265,HydrogÃ¨ne,Q556,506
2017-02-09,India,IN,en.wikipedia,50482,Flood,Q8068,1002
2017-02-09,United States of America,US,en.wikipedia,18959138,Antarctica,Q51,1943
2017-02-09,Ukraine,UA,uk.wikipedia,6658,ÐÐ½ÑÐ°ÑÐºÑÐ¸Ð´Ð°,Q51,821
2017-02-09,India,IN,mr.wikipedia,51566,à¤µà¤¾à¤¯à¥à¤ªà¥à¤°à¤¦à¥à¤·à¤£,Q131123,529
2017-02-09,Indonesia,ID,id.wikipedia,13141,Atmosfer_Bumi,Q3230,459
2017-02-09,United Kingdom,GB,en.wikipedia,78468,David_Attenborough,Q183337,756
2017-02-09,Poland,PL,pl.wikipedia,10968,Antarktyda,Q51,1615
2017-02-09,Poland,PL,pl.wikipedia,28086,NiedÅºwiedÅº_polarny,Q33609,613
2017-02-09,United States of America,US,en.wikipedia,277289,Wind_power,Q43302,563
2017-02-09,Germany,DE,de.wikipedia,5547,Wasserstoff,Q556,835
2017-02-09,India,IN,en.wikipedia,2119174,Effects_of_global_warming,Q1430548,519
2017-02-09,United States of America,US,en.wikipedia,18955875,Tree,Q10884,785
2017-02-09,Spain,ES,es.wikipedia,5154,AntÃ¡rtida,Q51,469
2017-02-09,Mexico,MX,es.wikipedia,9851,ContaminaciÃ³n_atmosfÃ©rica,Q131123,735
2017-02-09,France,FR,fr.wikipedia,3028510,Antarctique,Q51,621
2017-02-09,United States of America,US,en.wikipedia,13255,Hydrogen,Q556,2382
2017-02-09,India,IN,en.wikipedia,627,Agriculture,Q11451,840
2017-02-09,Mexico,MX,es.wikipedia,20,Agricultura,Q11451,541
2017-02-09,India,IN,en.wikipedia,18955875,Tree,Q10884,541
2017-02-09,United States of America,US,en.wikipedia,13690575,Solar_power,Q1483757,492
2017-02-09,United States of America,US,en.wikipedia,5042706,Al_Gore,Q19673,1393
2017-02-09,United States of America,US,en.wikipedia,10934212,Air_pollution,Q131123,920
2017-02-09,Ukraine,UA,ru.wikipedia,2868,ÐÐ½ÑÐ°ÑÐºÑÐ¸Ð´Ð°,Q51,705
2017-02-09,United States of America,US,en.wikipedia,36979,Rice,Q5090,799
2017-02-09,United States of America,US,en.wikipedia,627,Agriculture,Q11451,805
2017-02-09,Germany,DE,de.wikipedia,3357273,Reis,Q5090,701
2017-02-09,United States of America,US,en.wikipedia,26051975,Cattle,Q830,1083
2017-02-09,India,IN,en.wikipedia,10934212,Air_pollution,Q131123,2657
2017-02-09,Italy,IT,it.wikipedia,2869208,Antartide,Q51,553
2017-02-09,United States of America,US,en.wikipedia,78468,David_Attenborough,Q183337,582
2017-02-09,United States of America,US,en.wikipedia,30242372,Paris_Agreement,Q21707860,578
2017-02-09,Spain,ES,es.wikipedia,91968,Cambio_climÃ¡tico,Q125928,580
2017-02-09,United States of America,US,en.wikipedia,50482,Flood,Q8068,491
2017-02-09,India,IN,en.wikipedia,202898,Air,Q3230,520
2017-02-09,Germany,DE,de.wikipedia,27615,EisbÃ¤r,Q33609,822
2017-02-09,United States of America,US,en.wikipedia,286260,Precipitation,Q25257,604
2017-02-09,United States of America,US,en.wikipedia,33777,Whale,Q1865281,633
2017-02-09,United States of America,US,en.wikipedia,25784,Renewable_energy,Q12705,623
2017-02-09,United States of America,US,en.wikipedia,8282374,Hurricane,Q8092,995
2017-02-16,Philippines,PH,en.wikipedia,8282374,Hurricane,Q8092,480
2017-02-16,Colombia,CO,es.wikipedia,20,Agricultura,Q11451,705
2017-02-16,France,FR,fr.wikipedia,6524,Gaz_Ã _effet_de_serre,Q167336,456
2017-02-16,Germany,DE,de.wikipedia,462657,Erneuerbare_Energien,Q12705,827
2017-02-16,United States of America,US,en.wikipedia,47515,Cloud,Q8074,604
2017-02-16,Mexico,MX,es.wikipedia,1404,HidrÃ³geno,Q556,1226
2017-02-16,United States of America,US,en.wikipedia,24408,Polar_bear,Q33609,2622
2017-02-16,India,IN,en.wikipedia,36979,Rice,Q5090,596
2017-02-16,Colombia,CO,es.wikipedia,15716,EnergÃ­a_renovable,Q12705,640
2017-02-16,France,FR,fr.wikipedia,2760720,Ãnergie_renouvelable,Q12705,690
2017-02-16,India,IN,en.wikipedia,21350772,Greenhouse_gas,Q167336,878
2017-02-16,Philippines,PH,tl.wikipedia,1214,Agrikultura,Q11451,600
2017-02-16,Philippines,PH,en.wikipedia,202898,Air,Q3230,531
2017-02-16,Brazil,BR,pt.wikipedia,396,AntÃ¡rtida,Q51,811
2017-02-16,Mexico,MX,es.wikipedia,15716,EnergÃ­a_renovable,Q12705,1609
2017-02-16,Japan,JP,ja.wikipedia,18498,ã¦ã·,Q830,458
2017-02-16,United States of America,US,en.wikipedia,47512,Climate_change,Q125928,1271
2017-02-16,United States of America,US,en.wikipedia,202898,Air,Q3230,2512
2017-02-16,Mexico,MX,es.wikipedia,91968,Cambio_climÃ¡tico,Q125928,1620
2017-02-16,United States of America,US,en.wikipedia,21350772,Greenhouse_gas,Q167336,1671
2017-02-16,Mexico,MX,es.wikipedia,3359,EnergÃ­a_eÃ³lica,Q43302,1923
2017-02-16,United Kingdom,GB,en.wikipedia,18959138,Antarctica,Q51,586
2017-02-16,France,FR,fr.wikipedia,3823265,HydrogÃ¨ne,Q556,469
2017-02-16,India,IN,en.wikipedia,13255,Hydrogen,Q556,580
2017-02-16,Brazil,BR,pt.wikipedia,983,HidrogÃ©nio,Q556,476
2017-02-16,Germany,DE,de.wikipedia,28756,ErdatmosphÃ¤re,Q3230,529
2017-02-16,United States of America,US,en.wikipedia,2119174,Effects_of_global_warming,Q1430548,558
2017-02-16,India,IN,en.wikipedia,50482,Flood,Q8068,1266
2017-02-16,Japan,JP,ja.wikipedia,1282290,æ°´ç´ ,Q556,763
2017-02-16,United States of America,US,en.wikipedia,18959138,Antarctica,Q51,2715
2017-02-16,India,IN,en.wikipedia,18959138,Antarctica,Q51,727
2017-02-16,United States of America,US,en.wikipedia,2801560,Ocean_acidification,Q855711,471
2017-02-16,India,IN,en.wikipedia,25784,Renewable_energy,Q12705,795
2017-02-16,Ukraine,UA,uk.wikipedia,6658,ÐÐ½ÑÐ°ÑÐºÑÐ¸Ð´Ð°,Q51,1066
2017-02-16,Germany,DE,de.wikipedia,14435,Hausrind,Q830,680
2017-02-16,India,IN,en.wikipedia,13690575,Solar_power,Q1483757,653
2017-02-16,France,FR,fr.wikipedia,4504895,AtmosphÃ¨re_terrestre,Q3230,468
2017-02-16,United Kingdom,GB,en.wikipedia,13255,Hydrogen,Q556,541
2017-02-16,Germany,DE,de.wikipedia,11447,Baum,Q10884,618
2017-02-16,Colombia,CO,es.wikipedia,3359,EnergÃ­a_eÃ³lica,Q43302,599
2017-02-16,Japan,JP,ja.wikipedia,26870,å¤§æ°æ±æ,Q131123,1165
2017-02-16,India,IN,mr.wikipedia,51566,à¤µà¤¾à¤¯à¥à¤ªà¥à¤°à¤¦à¥à¤·à¤£,Q131123,1064
2017-02-16,Italy,IT,it.wikipedia,2277506,Bos_taurus,Q830,453
2017-02-16,Indonesia,ID,id.wikipedia,13141,Atmosfer_Bumi,Q3230,1626
2017-02-16,United Kingdom,GB,en.wikipedia,78468,David_Attenborough,Q183337,966
2017-02-16,Japan,JP,ja.wikipedia,4395,åæ¥µå¤§é¸,Q51,464
2017-02-16,Mexico,MX,es.wikipedia,33216,PrecipitaciÃ³n_(meteorologÃ­a),Q25257,626
2017-02-16,Poland,PL,pl.wikipedia,10968,Antarktyda,Q51,2225
2017-02-16,Colombia,CO,es.wikipedia,1404,HidrÃ³geno,Q556,506
2017-02-16,Poland,PL,pl.wikipedia,28086,NiedÅºwiedÅº_polarny,Q33609,722
2017-02-16,United States of America,US,en.wikipedia,277289,Wind_power,Q43302,888
2017-02-16,United States of America,US,en.wikipedia,21171721,Sea_level_rise,Q841083,481
2017-02-16,United States of America,US,en.wikipedia,374390,Anthropocene,Q26841,581
2017-02-16,Germany,DE,de.wikipedia,5547,Wasserstoff,Q556,1197
2017-02-16,Indonesia,ID,id.wikipedia,64165,Pencemaran_udara,Q131123,683
2017-02-16,Spain,ES,es.wikipedia,15716,EnergÃ­a_renovable,Q12705,466
2017-02-16,India,IN,en.wikipedia,2119174,Effects_of_global_warming,Q1430548,830
2017-02-16,United States of America,US,en.wikipedia,18955875,Tree,Q10884,1053
2017-02-16,Mexico,MX,es.wikipedia,90278,Gas_de_efecto_invernadero,Q167336,566
2017-02-16,Spain,ES,es.wikipedia,5154,AntÃ¡rtida,Q51,516
2017-02-16,United States of America,US,en.wikipedia,67554,Invasive_species,Q183368,686
2017-02-16,Mexico,MX,es.wikipedia,9851,ContaminaciÃ³n_atmosfÃ©rica,Q131123,1283
2017-02-16,Australia,AU,en.wikipedia,78468,David_Attenborough,Q183337,1096
2017-02-16,United States of America,US,en.wikipedia,47510,Cirrus_cloud,Q185638,465
2017-02-16,India,IN,hi.wikipedia,50557,à¤µà¤¾à¤¯à¥_à¤ªà¥à¤°à¤¦à¥à¤·à¤£,Q131123,810
2017-02-16,France,FR,fr.wikipedia,3028510,Antarctique,Q51,601
2017-02-16,Japan,JP,ja.wikipedia,372271,åçå¯è½ã¨ãã«ã®ã¼,Q12705,524
2017-02-16,United States of America,US,en.wikipedia,13255,Hydrogen,Q556,3109
2017-02-16,India,IN,en.wikipedia,627,Agriculture,Q11451,1383
2017-02-16,Mexico,MX,es.wikipedia,20,Agricultura,Q11451,1332
2017-02-16,Japan,JP,ja.wikipedia,109359,å¤æ¥ç¨®,Q183368,596
2017-02-16,South Africa,ZA,en.wikipedia,8282374,Hurricane,Q8092,3749
2017-02-16,Ireland,IE,en.wikipedia,8282374,Hurricane,Q8092,867
2017-02-16,Morocco,MA,ar.wikipedia,134521,ØªÙÙØ«_Ø§ÙÙÙØ§Ø¡,Q131123,493
2017-02-16,France,FR,fr.wikipedia,150202,Changement_climatique,Q125928,454
2017-02-16,Japan,JP,ja.wikipedia,7516,ç±³,Q5090,601
2017-02-16,India,IN,en.wikipedia,18955875,Tree,Q10884,788
2017-02-16,United States of America,US,en.wikipedia,56106,Wildfire,Q169950,539
2017-02-16,United States of America,US,en.wikipedia,13690575,Solar_power,Q1483757,806
2017-02-16,Colombia,CO,es.wikipedia,91968,Cambio_climÃ¡tico,Q125928,489
2017-02-16,United States of America,US,en.wikipedia,5042706,Al_Gore,Q19673,2448
2017-02-16,Italy,IT,it.wikipedia,2339,Idrogeno,Q556,656
2017-02-16,Brazil,BR,pt.wikipedia,91066,Urso-polar,Q33609,645
2017-02-16,United States of America,US,en.wikipedia,10934212,Air_pollution,Q131123,1459
2017-02-16,Brazil,BR,pt.wikipedia,249,Agricultura,Q11451,559
2017-02-16,Japan,JP,ja.wikipedia,173414,æ¸©å®¤å¹æã¬ã¹,Q167336,543
2017-02-16,Mexico,MX,es.wikipedia,11503,AtmÃ³sfera_terrestre,Q3230,701
2017-02-16,India,IN,en.wikipedia,47512,Climate_change,Q125928,660
2017-02-16,Dominican Republic,DO,es.wikipedia,1404,HidrÃ³geno,Q556,479
2017-02-16,Ukraine,UA,ru.wikipedia,2868,ÐÐ½ÑÐ°ÑÐºÑÐ¸Ð´Ð°,Q51,790
2017-02-16,United States of America,US,en.wikipedia,36979,Rice,Q5090,1350
2017-02-16,United States of America,US,en.wikipedia,627,Agriculture,Q11451,1432
2017-02-16,India,IN,en.wikipedia,277289,Wind_power,Q43302,645
2017-02-16,Germany,DE,de.wikipedia,3357273,Reis,Q5090,807
2017-02-16,United States of America,US,en.wikipedia,26051975,Cattle,Q830,1956
2017-02-16,Germany,DE,de.wikipedia,88618,Windenergie,Q43302,533
2017-02-16,Italy,IT,it.wikipedia,2543735,Energia_eolica,Q43302,481
2017-02-16,India,IN,en.wikipedia,10934212,Air_pollution,Q131123,4499
2017-02-16,India,IN,en.wikipedia,30242372,Paris_Agreement,Q21707860,456
2017-02-16,India,IN,en.wikipedia,26051975,Cattle,Q830,557
2017-02-16,Italy,IT,it.wikipedia,2869208,Antartide,Q51,643
2017-02-16,Italy,IT,it.wikipedia,109019,Inquinamento_atmosferico,Q131123,504
2017-02-16,Japan,JP,ja.wikipedia,568154,å±±ç«äº,Q169950,645
2017-02-16,Germany,DE,de.wikipedia,3427885,Klimawandel,Q125928,472
2017-02-16,United States of America,US,en.wikipedia,78468,David_Attenborough,Q183337,1715
2017-02-16,United States of America,US,en.wikipedia,30242372,Paris_Agreement,Q21707860,1080
2017-02-16,United States of America,US,en.wikipedia,39,Albedo,Q101038,604
2017-02-16,United States of America,US,en.wikipedia,50482,Flood,Q8068,821
2017-02-16,India,IN,en.wikipedia,202898,Air,Q3230,1222
2017-02-16,Germany,DE,de.wikipedia,27615,EisbÃ¤r,Q33609,996
2017-02-16,United States of America,US,en.wikipedia,286260,Precipitation,Q25257,886
2017-02-16,Denmark,DK,en.wikipedia,277289,Wind_power,Q43302,655
2017-02-16,United States of America,US,en.wikipedia,33777,Whale,Q1865281,1032
2017-02-16,United States of America,US,en.wikipedia,25784,Renewable_energy,Q12705,1046
2017-02-16,Indonesia,ID,id.wikipedia,10498,Banjir,Q8068,603
2017-02-16,United States of America,US,en.wikipedia,8282374,Hurricane,Q8092,1794
2017-02-23,Philippines,PH,en.wikipedia,8282374,Hurricane,Q8092,584
2017-02-23,Colombia,CO,es.wikipedia,20,Agricultura,Q11451,507
2017-02-23,Netherlands,NL,nl.wikipedia,6816,Tropische_cycloon,Q8092,697
2017-02-23,Germany,DE,de.wikipedia,117430,Antarktika,Q51,622
2017-02-23,Germany,DE,de.wikipedia,462657,Erneuerbare_Energie,Q12705,766
2017-02-23,United States of America,US,en.wikipedia,47515,Cloud,Q8074,561
2017-02-23,Mexico,MX,es.wikipedia,1404,HidrÃ³geno,Q556,1085
2017-02-23,Philippines,PH,en.wikipedia,47512,Climate_change,Q125928,458
2017-02-23,United States of America,US,en.wikipedia,24408,Polar_bear,Q33609,2408
2017-02-23,India,IN,en.wikipedia,36979,Rice,Q5090,505
2017-02-23,Colombia,CO,es.wikipedia,15716,Electricidad_renovable,Q12705,621
2017-02-23,France,FR,fr.wikipedia,2760720,Ãnergie_renouvelable,Q12705,634
2017-02-23,Philippines,PH,en.wikipedia,21350772,Greenhouse_gas,Q167336,587
2017-02-23,India,IN,en.wikipedia,21350772,Greenhouse_gas,Q167336,1160
2017-02-23,Philippines,PH,tl.wikipedia,1214,Agrikultura,Q11451,590
2017-02-23,Philippines,PH,en.wikipedia,202898,Air,Q3230,857
2017-02-23,Brazil,BR,pt.wikipedia,396,AntÃ¡rtida,Q51,1142
2017-02-23,Mexico,MX,es.wikipedia,15716,Electricidad_renovable,Q12705,1221
2017-02-23,United Kingdom,GB,en.wikipedia,24408,Polar_bear,Q33609,543
2017-02-23,United States of America,US,en.wikipedia,47512,Climate_change,Q125928,1449
2017-02-23,United States of America,US,en.wikipedia,202898,Air,Q3230,2673
2017-02-23,Mexico,MX,es.wikipedia,91968,Cambio_climÃ¡tico,Q125928,1676
2017-02-23,United States of America,US,en.wikipedia,21350772,Greenhouse_gas,Q167336,1682
2017-02-23,Mexico,MX,es.wikipedia,3359,EnergÃ­a_eÃ³lica,Q43302,1635
2017-02-23,United Kingdom,GB,en.wikipedia,18959138,Antarctica,Q51,742
2017-02-23,India,IN,en.wikipedia,13255,Hydrogen,Q556,563
2017-02-23,Italy,IT,it.wikipedia,623656,Atmosfera_terrestre,Q3230,515
2017-02-23,Brazil,BR,pt.wikipedia,983,HidrogÃ©nio,Q556,497
2017-02-23,Germany,DE,de.wikipedia,28756,ErdatmosphÃ¤re,Q3230,469
2017-02-23,United States of America,US,en.wikipedia,2119174,Effects_of_global_warming,Q1430548,568
2017-02-23,India,IN,en.wikipedia,50482,Flood,Q8068,611
2017-02-23,Japan,JP,ja.wikipedia,1282290,æ°´ç´ ,Q556,645
2017-02-23,United States of America,US,en.wikipedia,18959138,Antarctica,Q51,3424
2017-02-23,Germany,DE,de.wikipedia,9666,Niederschlag,Q25257,486
2017-02-23,India,IN,en.wikipedia,18959138,Antarctica,Q51,546
2017-02-23,India,IN,en.wikipedia,25784,Renewable_energy,Q12705,616
2017-02-23,Ukraine,UA,uk.wikipedia,6658,ÐÐ½ÑÐ°ÑÐºÑÐ¸Ð´Ð°,Q51,742
2017-02-23,Germany,DE,de.wikipedia,14435,Hausrind,Q830,659
2017-02-23,India,IN,en.wikipedia,13690575,Solar_power,Q1483757,526
2017-02-23,France,FR,fr.wikipedia,4504895,AtmosphÃ¨re_terrestre,Q3230,489
2017-02-23,United Kingdom,GB,en.wikipedia,13255,Hydrogen,Q556,637
2017-02-23,Germany,DE,de.wikipedia,11447,Baum,Q10884,845
2017-02-23,Colombia,CO,es.wikipedia,3359,EnergÃ­a_eÃ³lica,Q43302,674
2017-02-23,Japan,JP,ja.wikipedia,26870,å¤§æ°æ±æ,Q131123,1235
2017-02-23,Mexico,MX,es.wikipedia,41800,CiclÃ³n_tropical,Q8092,709
2017-02-23,India,IN,mr.wikipedia,51566,à¤µà¤¾à¤¯à¥à¤ªà¥à¤°à¤¦à¥à¤·à¤£,Q131123,648
2017-02-23,Italy,IT,it.wikipedia,2277506,Bos_taurus,Q830,459
2017-02-23,Indonesia,ID,id.wikipedia,13141,Atmosfer_Bumi,Q3230,1931
2017-02-23,United Kingdom,GB,en.wikipedia,78468,David_Attenborough,Q183337,1124
2017-02-23,Mexico,MX,es.wikipedia,33216,PrecipitaciÃ³n_(meteorologÃ­a),Q25257,483
2017-02-23,Poland,PL,pl.wikipedia,10968,Antarktyda,Q51,4066
2017-02-23,Colombia,CO,es.wikipedia,1404,HidrÃ³geno,Q556,537
2017-02-23,Poland,PL,pl.wikipedia,28086,NiedÅºwiedÅº_polarny,Q33609,1197
2017-02-23,United States of America,US,en.wikipedia,277289,Wind_power,Q43302,823
2017-02-23,United States of America,US,en.wikipedia,21171721,Sea_level_rise,Q841083,487
2017-02-23,Germany,DE,de.wikipedia,5547,Wasserstoff,Q556,1130
2017-02-23,Indonesia,ID,id.wikipedia,64165,Pencemaran_udara,Q131123,849
2017-02-23,Spain,ES,es.wikipedia,15716,Electricidad_renovable,Q12705,486
2017-02-23,United States of America,US,en.wikipedia,4097799,An_Inconvenient_Truth,Q204670,568
2017-02-23,India,IN,en.wikipedia,2119174,Effects_of_global_warming,Q1430548,542
2017-02-23,United States of America,US,en.wikipedia,18955875,Tree,Q10884,1204
2017-02-23,Indonesia,ID,id.wikipedia,69,Pertanian,Q11451,490
2017-02-23,Spain,ES,es.wikipedia,5154,AntÃ¡rtida,Q51,602
2017-02-23,United States of America,US,en.wikipedia,67554,Invasive_species,Q183368,680
2017-02-23,Mexico,MX,es.wikipedia,9851,ContaminaciÃ³n_atmosfÃ©rica,Q131123,1313
2017-02-23,Australia,AU,en.wikipedia,78468,David_Attenborough,Q183337,570
2017-02-23,United States of America,US,en.wikipedia,47510,Cirrus_cloud,Q185638,497
2017-02-23,India,IN,hi.wikipedia,50557,à¤µà¤¾à¤¯à¥_à¤ªà¥à¤°à¤¦à¥à¤·à¤£,Q131123,555
2017-02-23,France,FR,fr.wikipedia,3028510,Antarctique,Q51,657
2017-02-23,Japan,JP,ja.wikipedia,372271,åçå¯è½ã¨ãã«ã®ã¼,Q12705,487
2017-02-23,United States of America,US,en.wikipedia,13255,Hydrogen,Q556,3082
2017-02-23,India,IN,en.wikipedia,627,Agriculture,Q11451,1002
2017-02-23,Mexico,MX,es.wikipedia,20,Agricultura,Q11451,2047
2017-02-23,Japan,JP,ja.wikipedia,109359,å¤æ¥ç¨®,Q183368,551
2017-02-23,Poland,PL,pl.wikipedia,19885,Wieloryb,Q1865281,505
2017-02-23,South Africa,ZA,en.wikipedia,8282374,Hurricane,Q8092,815
2017-02-23,Japan,JP,ja.wikipedia,7516,ç±³,Q5090,548
2017-02-23,India,IN,en.wikipedia,18955875,Tree,Q10884,583
2017-02-23,United States of America,US,en.wikipedia,56106,Wildfire,Q169950,477
2017-02-23,United States of America,US,en.wikipedia,13690575,Solar_power,Q1483757,796
2017-02-23,Colombia,CO,es.wikipedia,91968,Cambio_climÃ¡tico,Q125928,556
2017-02-23,Indonesia,ID,id.wikipedia,8337,Antarktika,Q51,488
2017-02-23,Indonesia,ID,id.wikipedia,139382,Gas_rumah_kaca,Q167336,683
2017-02-23,United States of America,US,en.wikipedia,5042706,Al_Gore,Q19673,2320
2017-02-23,Italy,IT,it.wikipedia,2339,Idrogeno,Q556,465
2017-02-23,Brazil,BR,pt.wikipedia,91066,Urso-polar,Q33609,658
2017-02-23,United States of America,US,en.wikipedia,10934212,Air_pollution,Q131123,1146
2017-02-23,Brazil,BR,pt.wikipedia,249,Agricultura,Q11451,486
2017-02-23,Guatemala,GT,es.wikipedia,20,Agricultura,Q11451,456
2017-02-23,Japan,JP,ja.wikipedia,173414,æ¸©å®¤å¹æã¬ã¹,Q167336,593
2017-02-23,Mexico,MX,es.wikipedia,11503,AtmÃ³sfera_terrestre,Q3230,702
2017-02-23,Dominican Republic,DO,es.wikipedia,1404,HidrÃ³geno,Q556,493
2017-02-23,Ukraine,UA,ru.wikipedia,2868,ÐÐ½ÑÐ°ÑÐºÑÐ¸Ð´Ð°,Q51,676
2017-02-23,United States of America,US,en.wikipedia,36979,Rice,Q5090,1223
2017-02-23,United States of America,US,en.wikipedia,627,Agriculture,Q11451,1532
2017-02-23,Brazil,BR,pt.wikipedia,12265,Energia_eÃ³lica,Q43302,464
2017-02-23,India,IN,en.wikipedia,277289,Wind_power,Q43302,520
2017-02-23,Japan,JP,ja.wikipedia,11420,å°çã®å¤§æ°,Q3230,528
2017-02-23,Germany,DE,de.wikipedia,3357273,Reis,Q5090,594
2017-02-23,United States of America,US,en.wikipedia,26051975,Cattle,Q830,2014
2017-02-23,Germany,DE,de.wikipedia,88618,Windenergie,Q43302,537
2017-02-23,Italy,IT,it.wikipedia,2543735,Energia_eolica,Q43302,533
2017-02-23,India,IN,en.wikipedia,10934212,Air_pollution,Q131123,2383
2017-02-23,Italy,IT,it.wikipedia,2869208,Antartide,Q51,641
2017-02-23,Italy,IT,it.wikipedia,109019,Inquinamento_atmosferico,Q131123,493
2017-02-23,United Kingdom,GB,en.wikipedia,8282374,Hurricane,Q8092,920
2017-02-23,United States of America,US,en.wikipedia,78468,David_Attenborough,Q183337,2051
2017-02-23,United States of America,US,en.wikipedia,30242372,Paris_Agreement,Q21707860,810
2017-02-23,United States of America,US,en.wikipedia,39,Albedo,Q101038,698
2017-02-23,Spain,ES,es.wikipedia,91968,Cambio_climÃ¡tico,Q125928,597
2017-02-23,United States of America,US,en.wikipedia,50482,Flood,Q8068,664
2017-02-23,India,IN,en.wikipedia,202898,Air,Q3230,924
2017-02-23,Germany,DE,de.wikipedia,27615,EisbÃ¤r,Q33609,987
2017-02-23,United States of America,US,en.wikipedia,286260,Precipitation,Q25257,880
2017-02-23,United States of America,US,en.wikipedia,33777,Whale,Q1865281,980
2017-02-23,United States of America,US,en.wikipedia,25784,Renewable_energy,Q12705,1412
2017-02-23,Indonesia,ID,id.wikipedia,10498,Banjir,Q8068,602
2017-02-23,United States of America,US,en.wikipedia,8282374,Hurricane,Q8092,1449
2017-03-02,Colombia,CO,es.wikipedia,20,Agricultura,Q11451,568
2017-03-02,France,FR,fr.wikipedia,6524,Gaz_Ã _effet_de_serre,Q167336,487
2017-03-02,Germany,DE,de.wikipedia,462657,Erneuerbare_Energien,Q12705,773
2017-03-02,United States of America,US,en.wikipedia,47515,Cloud,Q8074,673
2017-03-02,Mexico,MX,es.wikipedia,1404,HidrÃ³geno,Q556,966
2017-03-02,Philippines,PH,en.wikipedia,47512,Climate_change,Q125928,601
2017-03-02,United States of America,US,en.wikipedia,24408,Polar_bear,Q33609,2428
2017-03-02,India,IN,en.wikipedia,36979,Rice,Q5090,590
2017-03-02,Colombia,CO,es.wikipedia,15716,EnergÃ­a_renovable,Q12705,531
2017-03-02,France,FR,fr.wikipedia,2760720,Ãnergie_renouvelable,Q12705,972
2017-03-02,Philippines,PH,en.wikipedia,21350772,Greenhouse_gas,Q167336,480
2017-03-02,India,IN,en.wikipedia,21350772,Greenhouse_gas,Q167336,1075
2017-03-02,Indonesia,ID,id.wikipedia,28560,Energi_terbarukan,Q12705,492
2017-03-02,Philippines,PH,tl.wikipedia,1214,Agrikultura,Q11451,582
2017-03-02,Philippines,PH,en.wikipedia,202898,Air,Q3230,865
2017-03-02,Brazil,BR,pt.wikipedia,396,AntÃ¡rtida,Q51,909
2017-03-02,Mexico,MX,es.wikipedia,15716,EnergÃ­a_renovable,Q12705,1202
2017-03-02,Mexico,MX,es.wikipedia,5154,AntÃ¡rtida,Q51,486
2017-03-02,United States of America,US,en.wikipedia,47512,Climate_change,Q125928,1316
2017-03-02,United States of America,US,en.wikipedia,157774,Permafrost,Q179918,554
2017-03-02,United States of America,US,en.wikipedia,202898,Air,Q3230,2743
2017-03-02,Mexico,MX,es.wikipedia,91968,Cambio_climÃ¡tico,Q125928,2093
2017-03-02,United States of America,US,en.wikipedia,21350772,Greenhouse_gas,Q167336,1840
2017-03-02,Mexico,MX,es.wikipedia,3359,EnergÃ­a_eÃ³lica,Q43302,2368
2017-03-02,United Kingdom,GB,en.wikipedia,18959138,Antarctica,Q51,903
2017-03-02,France,FR,fr.wikipedia,3823265,HydrogÃ¨ne,Q556,475
2017-03-02,India,IN,en.wikipedia,13255,Hydrogen,Q556,556
2017-03-02,United States of America,US,en.wikipedia,2119174,Effects_of_global_warming,Q1430548,604
2017-03-02,India,IN,en.wikipedia,50482,Flood,Q8068,811
2017-03-02,Japan,JP,ja.wikipedia,1282290,æ°´ç´ ,Q556,731
2017-03-02,United States of America,US,en.wikipedia,18959138,Antarctica,Q51,5697
2017-03-02,India,IN,en.wikipedia,18959138,Antarctica,Q51,727
2017-03-02,United States of America,US,en.wikipedia,2801560,Ocean_acidification,Q855711,489
2017-03-02,India,IN,en.wikipedia,286260,Precipitation,Q25257,1280
2017-03-02,India,IN,en.wikipedia,25784,Renewable_energy,Q12705,694
2017-03-02,Ukraine,UA,uk.wikipedia,6658,ÐÐ½ÑÐ°ÑÐºÑÐ¸Ð´Ð°,Q51,456
2017-03-02,Germany,DE,de.wikipedia,14435,Hausrind,Q830,662
2017-03-02,India,IN,en.wikipedia,13690575,Solar_power,Q1483757,623
2017-03-02,France,FR,fr.wikipedia,4504895,AtmosphÃ¨re_terrestre,Q3230,490
2017-03-02,United Kingdom,GB,en.wikipedia,13255,Hydrogen,Q556,509
